Opened,Closed,Updated,Status,Responsible Agency,Category,Neighborhood,Source
07/15/2015 09:27:02 AM,07/15/2015 11:14:42 AM,07/15/2015 11:14:42 AM,Closed,311 Supervisor Queue,Blocked Street or SideWalk,Mission,Web Self Service
08-02-2015 16:18,08-03-2015 02:09,08-03-2015 02:09,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
07/15/2015 08:40:39 AM,07/15/2015 02:31:14 PM,07/15/2015 02:31:14 PM,Closed,DPW Ops Queue,Tree Maintenance,Mission,Open311
07/15/2015 09:32:50 AM,08-05-2015 12:00,08-05-2015 12:00,Closed,DPW Ops Queue,Graffiti Private Property,North Beach,Integrated Agency
03/13/2016 08:46:36 PM,03/15/2016 08:59:08 AM,03/15/2016 08:59:08 AM,Closed,PG and E - Streetlights Queue,Streetlights,South of Market,Open311
03/13/2016 08:52:21 PM,03/15/2016 09:00:22 AM,03/15/2016 09:00:22 AM,Closed,PG and E - Streetlights Queue,Streetlights,South of Market,Open311
03/14/2016 05:15:18 AM,03/15/2016 09:32:07 AM,03/15/2016 09:32:07 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Web Self Service
06-02-2016 23:31,,06-02-2016 23:31,Open,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Web Self Service
03/14/2016 07:53:45 AM,,03/15/2016 10:34:14 AM,Open,SFMTA - Temporary Sign Request Installation/Enforcement Queue,Temporary Sign Request,Russian Hill,Voice In
03-02-2016 11:59,03-10-2016 00:05,03-10-2016 00:05,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Russian Hill,Voice In
03/14/2016 09:01:37 AM,03/15/2016 09:23:51 AM,03/15/2016 09:23:51 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
03/14/2016 09:48:54 AM,03/15/2016 12:13:13 AM,03/15/2016 12:13:13 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
07/15/2015 09:32:59 AM,07/15/2015 12:17:23 PM,07/15/2015 12:17:23 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Civic Center,Integrated Agency
03/14/2016 10:02:02 AM,03/15/2016 09:39:54 AM,03/15/2016 09:39:54 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Civic Center,Open311
03/14/2016 10:28:21 AM,03/15/2016 11:27:38 AM,03/15/2016 11:27:38 AM,Closed,DPW Ops Queue,Graffiti Private Property,Chinatown,Open311
07/15/2015 09:33:37 AM,07/16/2015 09:02:56 AM,07/16/2015 09:02:56 AM,Closed,PUC Sewer Ops,Sewer Issues,Mission,Voice In
07/18/2015 09:37:26 AM,07/18/2015 01:02:26 PM,07/18/2015 01:02:26 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Open311
07/18/2015 09:38:15 AM,07/18/2015 12:30:00 PM,07/18/2015 12:30:00 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Nob Hill,Voice In
03-02-2016 12:23,03-03-2016 15:40,03-03-2016 15:40,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
03/14/2016 11:03:15 AM,03/15/2016 02:28:36 AM,03/15/2016 02:28:36 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-03-2016 08:09,,06-09-2016 12:00,Open,DPW BSM Queue,Sidewalk or Curb,South of Market,Open311
03/14/2016 12:15:06 PM,,03/15/2016 10:33:43 AM,Open,SFMTA - Temporary Sign Request Installation/Enforcement Queue,Temporary Sign Request,North Beach,Web Self Service
03/14/2016 12:16:16 PM,03/15/2016 11:46:59 AM,03/15/2016 11:46:59 AM,Closed,DPW Ops Queue,Graffiti Public Property,Civic Center,Open311
03/14/2016 12:29:35 PM,03/15/2016 12:56:25 PM,03/15/2016 12:56:25 PM,Closed,DPT SignShop 03 Queue,Sign Repair,Chinatown,Open311
03/14/2016 12:30:40 PM,03/15/2016 09:18:27 PM,03/15/2016 09:18:27 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
03/14/2016 12:31:31 PM,03/15/2016 04:04:59 PM,03/15/2016 04:04:59 PM,Closed,DPW Ops Queue,Graffiti Public Property,Chinatown,Open311
03/14/2016 12:52:05 PM,,03/15/2016 10:31:30 AM,Open,SFMTA - Temporary Sign Request Installation/Enforcement Queue,Temporary Sign Request,Russian Hill,Voice In
03/14/2016 12:53:13 PM,03/15/2016 07:14:56 PM,03/15/2016 07:14:56 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
03-02-2016 13:22,03-07-2016 10:57,03-07-2016 10:57,Closed,MUNI Work Queue,MUNI Feedback,Nob Hill,Voice In
03/14/2016 01:12:01 PM,03/15/2016 07:15:07 PM,03/15/2016 07:15:07 PM,Closed,DPW Ops Queue,Litter Receptacles,Mission,Open311
03/14/2016 02:32:02 PM,03/15/2016 08:23:59 PM,03/15/2016 08:23:59 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Chinatown,Open311
07/18/2015 11:11:33 AM,08-04-2015 09:05,08-04-2015 09:05,Closed,DPW Ops Queue,Graffiti Private Property,Chinatown,Integrated Agency
03/14/2016 02:47:17 PM,03/15/2016 08:22:40 PM,03/15/2016 08:22:40 PM,Closed,DPW Ops Queue,Litter Receptacles,Chinatown,Open311
08/19/2015 06:09:53 PM,08/20/2015 07:11:09 PM,08/20/2015 07:11:09 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Financial District,Voice In
03-02-2016 15:18,03-03-2016 15:48,03-03-2016 15:48,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
03/14/2016 10:06:21 PM,03/20/2016 12:19:39 PM,03/20/2016 12:19:39 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Voice In
08-02-2015 20:11,08-03-2015 01:07,08-03-2015 01:07,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
03/14/2016 11:00:28 PM,03/17/2016 12:00:00 PM,03/17/2016 12:00:00 PM,Closed,DPW - Bureau of Street Use and Mapping - G,General Requests,Mission,Voice In
08-02-2015 21:12,08-06-2015 10:33,08-06-2015 10:33,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
08-02-2015 21:13,09-01-2015 12:44,09-01-2015 12:44,Closed,DPT SignShop Surveyed - Area 1 Queue,Sign Repair,Russian Hill,Open311
08/18/2015 08:55:30 AM,08/19/2015 07:54:48 AM,08/19/2015 07:54:48 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Voice In
03/15/2016 08:34:48 AM,03/15/2016 03:44:45 PM,03/15/2016 03:44:45 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
03-02-2016 17:48,03-03-2016 16:08,03-03-2016 16:08,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
07/15/2015 07:29:08 AM,07/15/2015 11:26:18 AM,07/15/2015 11:26:18 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Russian Hill,Open311
07/18/2015 11:11:36 AM,07/21/2015 07:07:55 AM,07/21/2015 07:07:55 AM,Closed,DPW Ops Queue,Graffiti Private Property,Civic Center,Integrated Agency
08-03-2015 05:11,08-03-2015 09:17,08-03-2015 09:17,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Web Self Service
08-03-2015 05:12,08-03-2015 09:18,08-03-2015 09:18,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Web Self Service
08-03-2015 05:13,08-03-2015 10:06,08-03-2015 10:06,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Web Self Service
03/14/2016 03:14:12 PM,03/15/2016 08:34:42 PM,03/15/2016 08:34:42 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
08-03-2015 05:14,08-03-2015 09:35,08-03-2015 09:35,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Web Self Service
08-03-2015 05:15,08-03-2015 09:35,08-03-2015 09:35,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Web Self Service
08/18/2015 09:26:21 AM,08/18/2015 11:04:34 AM,08/18/2015 11:04:34 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Web Self Service
08/18/2015 09:51:22 AM,08/19/2015 02:00:36 AM,08/19/2015 02:00:36 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,North Beach,Open311
01/14/2016 09:02:13 PM,03-02-2016 06:40,03-02-2016 06:40,Closed,Clear Channel - Transit Queue,Graffiti Public Property,Financial District,Open311
06-03-2016 14:38,,06-03-2016 14:38,Open,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-03-2016 14:42,06-05-2016 07:55,06-05-2016 07:55,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Chinatown,Open311
01/27/2016 02:23:19 PM,,03-02-2016 10:10,Open,SFMTA - Temporary Sign Request Installation/Enforcement Queue,Temporary Sign Request,Mission,Web Self Service
03/15/2016 11:20:04 AM,,03/15/2016 11:20:04 AM,Open,DPW Ops Queue,Tree Maintenance,Civic Center,Open311
01/30/2016 05:58:36 PM,03-02-2016 08:31,03-02-2016 08:31,Closed,PUC Sewer Ops,Sewer Issues,Mission,Voice In
02-05-2016 16:46,,03-02-2016 07:50,Open,SFMTA - Temporary Sign Request Installation/Enforcement Queue,Temporary Sign Request,South of Market,Web Self Service
03/15/2016 11:56:01 AM,03/15/2016 02:24:58 PM,03/15/2016 02:24:58 PM,Closed,Recology_Overflowing,Street and Sidewalk Cleaning,South of Market,Voice In
02/17/2016 02:42:58 PM,,03-02-2016 10:38,Open,SFMTA - Temporary Sign Request Installation/Enforcement Queue,Temporary Sign Request,South of Market,Web Self Service
02/18/2016 02:35:16 PM,04-08-2016 11:23,04-08-2016 11:23,Closed,SFMTA - Temporary Sign Request Queue,Temporary Sign Request,Nob Hill,Voice In
08/18/2015 12:47:05 PM,08/19/2015 08:10:00 AM,08/19/2015 08:10:00 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Nob Hill,Voice In
02/21/2016 09:24:29 AM,,03-02-2016 11:00,Open,DPW Ops Queue,Graffiti Public Property,Mission,Open311
02/22/2016 06:30:56 PM,03-02-2016 21:14,03-02-2016 21:14,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-03-2016 16:49,,06-09-2016 12:00,Open,DPW BSM Queue,Damaged Property,Chinatown,Open311
08/18/2015 01:06:41 PM,08/18/2015 02:02:44 PM,08/18/2015 02:02:44 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Web Self Service
02/23/2016 05:49:00 PM,,03-02-2016 12:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
03-01-2016 11:00,,03-02-2016 02:58,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
02/24/2016 04:22:32 PM,03-02-2016 06:01,03-02-2016 06:01,Closed,Clear Channel - Transit Queue,Litter Receptacles,Chinatown,Open311
02/25/2016 09:40:34 AM,03-02-2016 21:33,03-02-2016 21:33,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
08-03-2015 06:05,08-03-2015 09:45,08-03-2015 09:45,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Voice In
02/25/2016 04:57:55 PM,04-01-2016 14:49,04-01-2016 14:49,Closed,DPT SignShop Surveyed - Area 1 Queue,Sign Repair,Financial District,Open311
02/26/2016 08:43:45 AM,,03-02-2016 09:57,Open,SFMTA - Temporary Sign Request Installation/Enforcement Queue,Temporary Sign Request,South of Market,Voice In
02/27/2016 02:47:17 PM,03-02-2016 19:30,03-02-2016 19:30,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Chinatown,Voice In
07/18/2015 01:12:44 PM,07/20/2015 11:51:30 AM,07/20/2015 11:51:30 AM,Closed,MUNI Work Queue,MUNI Feedback,Mission,Voice In
07/18/2015 01:20:45 PM,07/27/2015 12:00:00 PM,07/27/2015 12:00:00 PM,Closed,DPW BSM Queue,Street and Sidewalk Cleaning,South of Market,Voice In
08-03-2015 08:27,08-03-2015 11:18,08-03-2015 11:18,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Integrated Agency
08/18/2015 01:37:27 PM,08/20/2015 10:47:28 AM,08/20/2015 10:47:28 AM,Closed,DPT Meter_Bike Queue,Damaged Property,North Beach,Voice In
02/29/2016 08:27:37 AM,03-02-2016 22:03,03-02-2016 22:03,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Civic Center,Open311
02/29/2016 10:27:02 AM,03-02-2016 21:20,03-02-2016 21:20,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Web Self Service
02/29/2016 11:33:31 AM,,03-02-2016 12:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
02/29/2016 02:57:41 PM,,03-02-2016 02:54,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
02/29/2016 03:13:11 PM,,03-04-2016 03:34,Open,311 Supervisor Queue,Graffiti Private Property,Mission,Open311
02/29/2016 05:48:58 PM,03-02-2016 21:51,03-02-2016 21:51,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Nob Hill,Open311
02/29/2016 06:17:18 PM,03-02-2016 07:22,03-02-2016 07:22,Closed,DBI Housing Inspection Queue,Residential Building Request,Mission,Voice In
10/28/2015 10:35:24 PM,06-03-2016 11:09,06-03-2016 11:09,Closed,SFMTA - Temporary Sign Request Queue,Temporary Sign Request,North Beach,Voice In
02/29/2016 01:44:39 PM,06-03-2016 11:04,06-03-2016 11:04,Closed,SFMTA - Temporary Sign Request Queue,Temporary Sign Request,North Beach,Voice In
03-01-2016 06:20,03-02-2016 19:22,03-02-2016 19:22,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
03-01-2016 06:31,03-02-2016 19:06,03-02-2016 19:06,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
05-02-2016 03:37,06-03-2016 05:36,06-03-2016 05:36,Closed,DPW Ops Queue,Tree Maintenance,Mission,Open311
05-02-2016 10:06,06-03-2016 09:39,06-03-2016 09:39,Closed,DPW Ops Queue,Graffiti Private Property,Chinatown,Open311
07/15/2015 07:32:44 AM,07/15/2015 12:49:14 PM,07/15/2015 12:49:14 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Russian Hill,Open311
05/13/2016 10:00:57 AM,06-03-2016 09:39,06-03-2016 09:39,Closed,DPW Ops Queue,Graffiti Private Property,Chinatown,Open311
03-01-2016 07:52,03-02-2016 06:56,03-02-2016 06:56,Closed,PUC - Water - G,Sewer Issues,Mission,Open311
05/31/2016 07:45:32 AM,06-03-2016 16:01,06-03-2016 16:01,Closed,SFMTA - UPI/TDM Queue,General Requests,Mission,Web Self Service
03-01-2016 08:09,03-02-2016 19:01,03-02-2016 19:01,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Web Self Service
08-03-2015 08:27,08-03-2015 10:10,08-03-2015 10:10,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Civic Center,Integrated Agency
05/31/2016 09:47:11 AM,06-03-2016 06:28,06-03-2016 06:28,Closed,DPW - Bureau of Street and Sewer Repair - G,Rec and Park Requests,South of Market,Open311
08/18/2015 03:12:42 PM,08/18/2015 03:15:45 PM,08/18/2015 03:15:45 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Chinatown,Voice In
07/15/2015 07:47:16 AM,07/21/2015 06:16:32 AM,07/21/2015 06:16:32 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Russian Hill,Voice In
03-01-2016 08:24,,03-02-2016 08:32,Open,DPW Ops Queue,Graffiti Private Property,South of Market,Open311
03-01-2016 08:37,03-02-2016 09:13,03-02-2016 09:13,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Open311
03-01-2016 08:40,03-02-2016 09:36,03-02-2016 09:36,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Russian Hill,Open311
03-01-2016 09:22,,03-02-2016 02:54,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
08-03-2015 09:28,08-03-2015 15:09,08-03-2015 15:09,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Integrated Agency
06-10-2016 09:20,06-10-2016 12:02,06-10-2016 12:02,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Chinatown,Open311
08-03-2015 20:50,08-05-2015 07:46,08-05-2015 07:46,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-01-2016 11:25,06-03-2016 12:46,06-03-2016 12:46,Closed,DPW Ops Queue,Litter Receptacles,Russian Hill,Voice In
06-01-2016 11:38,06-03-2016 08:33,06-03-2016 08:33,Closed,SFMTA - Temporary Sign Request Queue,Temporary Sign Request,South of Market,Voice In
06-01-2016 12:03,06-03-2016 06:59,06-03-2016 06:59,Closed,DPW Ops Queue,Abandoned Vehicle,South of Market,Open311
06-01-2016 12:06,,06-03-2016 12:00,Open,DPW BSM Queue,Street Defects,Nob Hill,Voice In
03-01-2016 11:45,,03-02-2016 01:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
06-01-2016 12:12,06-03-2016 01:17,06-03-2016 01:17,Closed,DPW Ops Queue,Litter Receptacles,Chinatown,Open311
03/18/2016 01:23:01 PM,03/21/2016 09:32:28 PM,03/21/2016 09:32:28 PM,Closed,RPD Park Service Area 1 Queue,Rec and Park Requests,Nob Hill,Open311
06-01-2016 12:41,06-03-2016 09:23,06-03-2016 09:23,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
06-01-2016 12:50,06-03-2016 15:36,06-03-2016 15:36,Closed,MUNI Work Queue,MUNI Feedback,Financial District,Voice In
06-01-2016 13:00,06-03-2016 16:42,06-03-2016 16:42,Closed,DPH - Environmental Health - G,Noise Report,Mission,Voice In
08-03-2015 21:00,,08-03-2015 21:00,Open,DPW BSM Queue,Sidewalk or Curb,South of Market,Open311
06-01-2016 13:14,06-03-2016 15:55,06-03-2016 15:55,Closed,MUNI Work Queue,MUNI Feedback,South of Market,Voice In
03-01-2016 12:14,03-02-2016 19:28,03-02-2016 19:28,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-01-2016 13:40,06-03-2016 06:10,06-03-2016 06:10,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Russian Hill,Web Self Service
03/18/2016 02:27:18 PM,03/21/2016 08:46:31 AM,03/21/2016 08:46:31 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Voice In
06-01-2016 14:30,,06-03-2016 14:48,Open,SFMTA - Temporary Sign Request Installation/Enforcement Queue,Temporary Sign Request,Nob Hill,Voice In
06-01-2016 14:43,,06-03-2016 11:52,Open,SFMTA - Temporary Sign Request Installation/Enforcement Queue,Temporary Sign Request,South of Market,Voice In
08-03-2015 21:00,08-04-2015 09:10,08-04-2015 09:10,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Open311
06-01-2016 15:00,06-03-2016 16:38,06-03-2016 16:38,Closed,DPH - Environmental Health - G,General Requests,South of Market,Voice In
08-04-2015 08:10,08-04-2015 13:20,08-04-2015 13:20,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Voice In
06-01-2016 15:30,06-03-2016 16:48,06-03-2016 16:48,Closed,MUNI Work Queue,MUNI Feedback,South of Market,Voice In
06-01-2016 15:39,06-03-2016 16:58,06-03-2016 16:58,Closed,MUNI Work Queue,MUNI Feedback,Civic Center,Voice In
06-01-2016 15:39,06-03-2016 06:53,06-03-2016 06:53,Closed,DPW Ops Queue,Graffiti Public Property,Mission,Open311
08-04-2015 04:58,08-04-2015 08:58,08-04-2015 08:58,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Web Self Service
06-01-2016 15:44,06-03-2016 17:09,06-03-2016 17:09,Closed,MUNI Work Queue,MUNI Feedback,Mission,Voice In
06-01-2016 15:50,06-03-2016 17:09,06-03-2016 17:09,Closed,MUNI Work Queue,MUNI Feedback,South of Market,Voice In
06-01-2016 16:00,06-03-2016 01:10,06-03-2016 01:10,Closed,DPT Meter_Bike Queue,Damaged Property,Mission,Voice In
06-01-2016 16:01,06-03-2016 11:20,06-03-2016 11:20,Closed,DPT Meter_Bike Queue,Damaged Property,Chinatown,Voice In
06-01-2016 16:24,06-03-2016 08:28,06-03-2016 08:28,Closed,DPW Ops Queue,Graffiti Private Property,Chinatown,Open311
03/18/2016 03:54:08 PM,03/21/2016 10:34:31 AM,03/21/2016 10:34:31 AM,Closed,SFMTA - Residential Parking Permit Program Queue,General Requests,Mission,Voice In
03-01-2016 14:00,,03-02-2016 10:21,Open,DPW Ops Queue,Graffiti Private Property,South of Market,Open311
06-01-2016 16:52,06-03-2016 02:20,06-03-2016 02:20,Closed,DPT Meter_Bike Queue,Damaged Property,Chinatown,Voice In
06-10-2016 09:21,06-10-2016 13:17,06-10-2016 13:17,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Open311
08/22/2015 02:27:12 PM,11-04-2015 08:04,11-04-2015 08:04,Closed,DPT Meter_Bike Queue,Damaged Property,South of Market,Voice In
03-01-2016 14:32,,03-02-2016 10:20,Open,DPW Ops Queue,Graffiti Private Property,Civic Center,Open311
06-10-2016 09:26,06-10-2016 12:02,06-10-2016 12:02,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,North Beach,Voice In
03-01-2016 14:38,,03-02-2016 09:17,Open,DPW Ops Queue,Graffiti Public Property,Mission,Open311
06-01-2016 17:53,06-03-2016 08:38,06-03-2016 08:38,Closed,DPW Ops Queue,General Requests,South of Market,Voice In
08-04-2015 05:03,08-04-2015 09:29,08-04-2015 09:29,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Web Self Service
06-01-2016 18:31,06-03-2016 17:25,06-03-2016 17:25,Closed,MUNI Work Queue,MUNI Feedback,North Beach,Voice In
