,custcode,custname1,custareacode,fincustgrp,custaddress,currency
570,CU1B00145,B R MOTORS PRIVATE LIMITED,43,1,B R MOTORS PRIVATE LIMITED  HOSTO CENTRE NO. 43 MILLERS ROAD BANGALORE ,IND
571,CU1A01437,AADI MOTORS PVT LTD,42,1,AADI MOTORS PVT LTD  16-11-19/8/1-APPACHI COMPLEX SALEEM NAGAR COLONY MALAKPET HYDERABAD,IND
572,CU1A01438,ALAM TANNERY PVT LTD,21,1,"ALAM TANNERY PVT LTD  187,PARK STREET KOLKATTA WEST BANGAL ",IND
573,CU1A01439,AUTOWINGS,11,1,"AUTOWINGS  G-32,SITE IV KASNA INDUSTRIAL AREA GREATER NOIDA UP ",IND
574,CU1A01440,APRA AUTO INDIA PVT LTD,11,1,"APRA AUTO INDIA PVT LTD  K 804/2,MAHIPALPUR  NEW DELHI ",IND
575,CU1A01442,AGRA TRADING COMPANY,11,1,AGRA TRADING COMPANY  GHATWASN TEJ NAGAR KAMLA NAGAR AGRA ,IND
576,CU1B00007,BHAGWANDAS METALS LIMITED,41,1,BHAGWANDAS METALS LIMITED  117 SADAYANKUPPAM VILLAGE ROAD MANALI CHENNAI ,IND
577,CU1A01451,A K ENGINEERING WORKS,11,6,"A K ENGINEERING WORKS  21 B 2,INDUSTRIAL AREA DADA NAGAR KANPUR ",IND
578,CU1A01349,ANDAVAR MODERN RICE MILL,51,1,"ANDAVAR MODERN RICE MILL  204,PUTHUR ITTERI ROAD NETHIMEDU SALEM ",IND
579,CU1A01350,ANAND ENTERPRISES,31,1,"ANAND ENTERPRISES  109,GAYA BUILDING ROOM NO -11 3RD FLOOR,MASJID MUMBAI",IND
580,CU1A01351,AUTOWAY,33,1,"AUTOWAY  MARUTHI AUTHORISED SERVICE STN NEAR VASNA PETROL PUMP VASNA CROSS ROAD VASNA,AHMEDABAD",IND
581,CU1A01353,ALAGUINDIRAN AUTO PVT LTD,51,1,"ALAGUINDIRAN AUTO PVT LTD  757,CROSS CUT ROAD  COIMBATORE ",IND
582,CU1A01354,ABAC AMERICAN IMC INC,651,3,"ABAC AMERICAN IMC INC  1623,CEDAR LINE DRIVE ROCEHIL 4 SC29730 USA",IND
583,CU1A01487,ABTIN TEJARAT META TEHARD,678,3,ABTIN TEJARAT META TEHARD  15 KANGI LANE KHOSHE STREET TEHRAN ,USD
584,CU1A01488,AMMAN ARUL BOREWELLS,45,1,AMMAN ARUL BOREWELLS  THIRUVALLUVAR SALAI PILLIYAR KUPPAM PONDICHERRY ,IND
585,CU1A01355,AIR POWER ENGINEERING,41,6,"AIR POWER ENGINEERING  NO 11,WEST MADA STREET KOYAMBEDU CHENNAI ",IND
586,CU1A01357,ANANTHA REDDY P,45,1,"ANANTHA REDDY P  NO 7,EASWARAN KOIL STREET  PONDICHEERY ",IND
587,CU1A01358,ADHUNIK ISPAT PVT LTD,21,1,ADHUNIK ISPAT PVT LTD  RATURIA ANGADPUR DURGAPUR(WB) ,IND
588,CU1A01359,ANTIM KNITINGS DYEING & FINISHING,612,3,"ANTIM KNITINGS DYEING & FINISHING  39,BILKUSHA C/A 4TH FLOOR DHAKA-1000 BANGLADESH",USD
589,CU1A01361,ANANT SYNTEX LTD,12,1,ANANT SYNTEX LTD  PB NO 107 VILLAGE GATHILA KHERA CHITTORGARH ROAD BHILWARA,IND
590,CU1A01362,AUTTO MOTTO,45,1,"AUTTO MOTTO  TVS EXPRESS,DOOR NO PP ARCHANA HOME PALLUMEDU KANNUR PONDICHEERY",IND
591,CU1B00377,BOMBAY PORT TRUST,31,1,BOMBAY PORT TRUST    MUMBAI ,IND
592,CU1A01337,AANCHAL ENTERPRISES,21,1,"AANCHAL ENTERPRISES  22,BURO SHIVTOLLA MAIN ROAD  KOLKATTA ",IND
593,CU1A01338,ANURAG FERRO PRODUCTS PVT LTD,21,1,ANURAG FERRO PRODUCTS PVT LTD  GOIBHANGA  KALUNGA ORISSA,IND
594,CU1A01339,AGNI INCORPORATED PVT LTD,613,3,AGNI INCORPORATED PVT LTD  P O BOX 3545 TOYODA HOUSE KATHMANDU NEPAL,IND
595,CU1A01340,ABS ENGINEERS,41,1,ABS ENGINEERS  6/3 EAST PARK STREET VENKATAPURAM AMBATTUR CHENNAI,IND
596,CU1A01342,ASHISH PNEUMATIC DRILLERS,45,1,"ASHISH PNEUMATIC DRILLERS  NO 61,AMMAN KOIL STREET KANUVAPET PONDICHERRY ",IND
597,CU1A01343,A K BOREWELLS,45,1,A K BOREWELLS  PROP OERIASAMY MR MARIAMMAN KOIL STREET PONDICHERRY ,IND
598,CU1B00276,BPL ENGINEERING LIMITED,43,1,BPL ENGINEERING LIMITED  SERVICE DIVISION NO.110 LALBAGH ROAD BANGALORE ,IND
599,CU1B00010,BHARAT HEAVY ELECTRICALS LIMITED,11,2,BHARAT HEAVY ELECTRICALS LIMITED   P O. BHEL JHANSI UP - 248 129,IND
600,CU1B00012,BAJAJ TEMPO LIMITED,32,1,BAJAJ TEMPO LIMITED  BOMBAY POONA ROAD AKURDI PUNE ,IND
601,CU1B00013,BANNARI AMMAN INSTITUTE OF,51,1,BANNARI AMMAN INSTITUTE OF TECHNOLOGY ALATHUKOMBAI VILLAGE SATHYMANGALAM ERODE ,IND
602,CU1B00014,BABULAL AUTOMOBILES,31,1,BABULAL AUTOMOBILES  1521 DAJIPETH  SOLAPUR ,IND
603,CU1B00015,BADRINARAYANAN K,41,1,BADRINARAYANAN K    CHENNAI ,IND
604,CU1B00016,BAGARIA VEGATABLES PRODUCTS PRIVATE,32,1,BAGARIA VEGATABLES PRODUCTS PRIVATE LIMITED ZAFARI GATE  AURANGABAD ,IND
605,CU1A01489,ALARD INDUSTRIES LIMITED,32,1,"ALARD INDUSTRIES LIMITED  243,CLOVER CENTRE 2ND FLOOR,D-WING,7,MOLEDINA RD PUNE ",IND
606,CU1A01209,AMBAL AUTO AGENCY,52,1,AMBAL AUTO AGENCY  AMBAL TOWERS SANNATH STREET VEDARANYAM ,IND
607,CU1A01210,AIR MASTER COMPRESSORS PVT LTD,631,3,"AIR MASTER COMPRESSORS PVT LTD  187,MC KINLEY TRACK WOODEND VICTORIA 3446 AUSTRALIA ",USD
608,CU1A01211,ASTRAZENECA INDIA PVT LTD,43,1,ASTRAZENECA INDIA PVT LTD  277 T CHOWDAIAH ROAD MALLESWARAM BANGALORE ,IND
609,CU1A01212,ATHIAPPAN  K,45,1,ATHIAPPAN  K     PONDICHERRY-5,IND
610,CU1A01215,ANNADURAI,45,1,ANNADURAI  NO 422-B-M G ROAD  PONDICHERRY-1 ,IND
611,CU1A01216,ASA MOTORS,41,1,ASA MOTORS  NEW KATPADI ROAD OPP. CHELLIAMMAN KOVIL VELLORE ,IND
612,CU1A01217,AKZO MOBAL CAR REFINISHES INDIA,31,1,AKZO MOBAL CAR REFINISHES INDIA PVT LTD PLIGUMPA VILLAGE HOSKOTES TALUKA BANAGALORE ,IND
613,CU1A01249,ASSAM BARYTES PVT LTD,21,1,ASSAM BARYTES PVT LTD  C/O JAYBEE AUTO  TINSUKA ,IND
614,CU1A01250,AIROX NIGEN EQUIPMENTS PVT LTD,33,1,"AIROX NIGEN EQUIPMENTS PVT LTD  L2326/2,THIRD PHASE G I D C VAPI GUJARAT",IND
615,CU1A01251,ATOFINA PEROXIDES INDIA LTD,41,1,ATOFINA PEROXIDES INDIA LTD  SEMMANKUPPAM  CUDDALORE ,IND
616,CU1A01252,AVM AUTOS,41,1,"AVM AUTOS  T S NO 5623,SOUTH 4TH STREET  PUDUKKOTTAI - 01 ",IND
617,CU1A01255,AMUDHAM DAIRY PRODUCT PVT LTD,51,1,"AMUDHAM DAIRY PRODUCT PVT LTD  554/15,RAJAPALAYAM ROAD  CHATRAPATTI ",IND
618,CU1A01421,ADHIKARY MOTOR NORKS,21,1,ADHIKARY MOTOR NORKS  PO DHALIGAON DIST BONGAIGAON ASSAM ,IND
619,CU1A01422,ARATHI A1 TRADERS,52,1,ARATHI A1 TRADERS  9D/14 RAMAKRISHNAPURAM  KARUR ,IND
620,CU1A01465,AIR POWER ENGINERING,41,6,"AIR POWER ENGINERING  NO 29,POOKARA STREET MUTHYALPET & POST PONDICHERRY ",IND
621,CU1B00223,BENZ AUTOMOBILES,53,1,BENZ AUTOMOBILES    ERNAKULAM ,IND
622,CU1B00224,BAID INDUSTRIAL CORPORATION,12,1,BAID INDUSTRIAL CORPORATION    JAIPUR ,IND
623,CU1B00225,BHAGAWANDAS PUROHOTAM DAS,12,1,BHAGAWANDAS PUROHOTAM DAS    JAIPUR ,IND
624,CU1A01335,ANBU AUTOMOBILES AGENCY,45,1,"ANBU AUTOMOBILES AGENCY  138-3,ANNASALAI ATTUR ROAD RASIPURAM PONDICHEERY ",IND
625,CU1A01377,ARUNODAYA COAL AGENCY,45,1,ARUNODAYA COAL AGENCY  RAMJIST THAVALAKUPPAM PONDICHERRY ,IND
626,CU1A01380,ANAND TRADERS,52,6,"ANAND TRADERS  362, TENKASI ROAD  RAJAPALAYAM ",IND
627,CU1A01381,ARUNA A,45,1,"ARUNA A  NO 131,CUDDALORE ROAD MURUGANPAKKAM PONDICHERRY ",IND
628,CU1B00008,BABA ATOMIC RESEARCH CENTRE,31,2,BABA ATOMIC RESEARCH CENTRE CENTRAL ACCOUNTS UNIT/DPS VIKRAM SARABAI BHAVAN ANUSAKTHI NAGAR MUMBAI ,IND
629,CU1B00193,BIRLA ERICSSON OPTICAL LIMITED,34,1,BIRLA ERICSSON OPTICAL LIMITED  UDYOG VIHAR CHORHATA POST REWA ,IND
630,CU1A01322,ADARSH MARKETING,12,1,"ADARSH MARKETING  B-139,ROAD NO:12 VISHWAKARMA INDUSTRIAL AREA JAIPUR RAJASTHAN",IND
631,CU1A01323,ABLE ENTERPRISES,31,1,"ABLE ENTERPRISES  NARDOLI WADI OFF JABODI ROAD GIRIJ TALAO,VASI(WEST) DIST THANE",IND
632,CU1A01324,ANJANI KNIT (INDIA) PVT LTD,21,1,"ANJANI KNIT (INDIA) PVT LTD  159,RABINDRA SARANI  KOLKATTA ",IND
633,CU1A01325,ATHIBAN TRADERS,51,1,"ATHIBAN TRADERS  27,NETHAJI ROAD ARUPPUKOTTAI VIRUDHUNAGAR-DIST ",IND
634,CU1A01327,ANNUR JAYABALAJI TEXTILES PVT LTD,51,1,"ANNUR JAYABALAJI TEXTILES PVT LTD  SF NO 527,KAREGOUNDERMPALAYAM KARIYAMPALAYAM PONGALUR POST ANNUR",IND
635,CRA000278,AIR ENGINEERING SERVICESS,51,6,"AIR ENGINEERING SERVICESS   2/31A  THENNAMPLAYAM ARASUR, COIMBATORE 641 407-TN",IND
636,CU1A01328,AIR ENGINEERING SERVICESS,51,6,"AIR ENGINEERING SERVICESS   2/31A  THENNAMPLAYAM ARASUR, COIMBATORE 641 407-TN",IND
637,CU1A01218,AMBARISH IRRIGATION,32,1,AMBARISH IRRIGATION  BESIDE NAGAR PARISHAD  MASTAGAD JALNA,IND
638,CU1B00309,BYCULLA FIRE BRIGADE STAION,31,1,BYCULLA FIRE BRIGADE STAION    BOMBAY ,IND
639,CU1B00311,BENI IMPEX,31,1,"BENI IMPEX   JNPT, NAVI MUMBAI  ",IND
640,CU1B00312,BOC INDIA LIMITED,31,1,"BMTC DEPOT-48   BYRATHI, HENNUR BAGLUR MAIN ROAD BENGALURU-560077",IND
641,CU1B00313,BIRLA AIRCON,11,1,"BIRLA AIRCON  149, OPP. OLD DELHI CHUNGI DELHI ROAD MEERUT (U P) ",IND
642,CU1B00314,BM SILK MILLS,33,1,BM SILK MILLS    SURAT ,IND
643,CU1A01423,ADROIT AUTOMATION INDIA (P) LTD,51,1,"ADROIT AUTOMATION INDIA (P) LTD.   NO 4/1 B(1) UNJAPPALAYAM ROAD, KOLLUPALAYAM,KANIYUR (POST), COIMBATORE - 641 659",IND
644,CU1B00371,BOMBAY MUNCIPAL CORPORATION,31,1,BOMBAY MUNCIPAL CORPORATION    MUMBAI ,IND
645,CU1B00329,BHOPAL SERVICE STATION,34,1,BHOPAL SERVICE STATION  SULTANA ROAD  BHOPAL ,IND
646,CU1B00331,BORA SERVICE,21,1,BORA SERVICE    JAYSAGAR ASSAM,IND
647,CU1B00332,BANDEL THERMAL POWER STATION,21,2,BANDEL THERMAL POWER STATION    WEST BENGAL ,IND
648,CU1B00333,BIJOY KUMAR SHIVA,21,1,BIJOY KUMAR SHIVA    WEST BENGAL ,IND
649,CU1B00335,BIMETAL BEARINGS LIMITED,51,1,"BIMETAL BEARINGS LIMITED  18,RACE COURSE ROAD  COIMBATORE ",IND
650,CU1A01382,ADARSH MARKETING,11,1,ADARSH MARKETING  KHASRA NO 301 & 302 NEAR HANUMAN DHARMA KANTA VILLAGE HAMIDPUR DELHI,IND
651,CU1B00260,BOGE KOMPRESSOREN,641,3,BOGE KOMPRESSOREN  POSTFACH 100713 33507 BIELEFELD GERMANY ,EUR
652,CU1B00262,B T P SRUCTURAL (INDIA) PVT LTD,43,1,B T P SRUCTURAL (INDIA) PVT LTD  POONA BANGALORE ROAD  BELGAUM ,IND
653,CU1B00263,BABOOLAL ANILKUMAR,11,1,"BABOOLAL ANILKUMAR  4138,2ND FLOOR NAYA BAZAR DELHI ",IND
654,CU1B00264,BALAJI BOREWELLS,33,1,"BALAJI BOREWELLS  271,SAI KRUPA COLONY NEAR BOMBAY HOSPITAL INDORE ",IND
655,CU1B00265,BALAKRISHNAN B,43,1,BALAKRISHNAN B    KGF ,IND
656,CU1B00266,BALASUBRAMANIAR CASTINGS,43,1,BALASUBRAMANIAR CASTINGS PRIVATE LIMITED   HOSUR ,IND
657,CU1B00268,BANGALORE MECHATRONICS PRIVATE,43,1,BANGALORE MECHATRONICS PRIVATE LIMITED   BANGALORE ,IND
658,CU1B00146,BROOKE BOND LIPTON INDIA LIMITED,43,1,BROOKE BOND LIPTON INDIA LIMITED  OLD MADRAS ROAD POST BOX NO 1676 BANGALORE ,IND
659,CU1B00147,BROOKE BOND LIPTON INDIA LIMITED,11,1,BROOKE BOND LIPTON INDIA LIMITED  INSTANT TEA PLANT KASGANJ ROAD ETAH ,IND
660,CU1B00149,BROTHERS POLYPACK PRIVATE LIMITED,11,1,BROTHERS POLYPACK PRIVATE LIMITED  52 INDUSTRIAL AREA  LUDHIANA ,IND
661,CU1B00271,BATLIBOI ENGINEERS (BANGALORE),43,1,BATLIBOI ENGINEERS (BANGALORE) LIMITED   BANGALORE ,IND
662,CU1B00272,BELGAUM CO-OPERATIVE COTTON,43,1,BELGAUM CO-OPERATIVE COTTON SPINNING MILLS LIMITED    ,IND
663,CU1B00273,BHARAT GOLD MINES LIMITED,43,1,BHARAT GOLD MINES LIMITED    KOLAR ,IND
664,CU1B00274,BHOOTE GLASS TRADERS,43,1,BHOOTE GLASS TRADERS    HUBLI ,IND
665,CU1B00275,BILL FORGE PRIVATE LIMITED,43,1,BILL FORGE PRIVATE LIMITED  9C BOMMASANDRA INDL.AREA HOSUR ROAD BANGALORE ,IND
666,CU1B00318,BAHUMA POLYTEX LIMITED,33,1,BAHUMA POLYTEX LIMITED    AHMEDABAD ,IND
667,CU1A01453,ARM TANZANIA LTD,694,3,"ARM TANZANIA LTD  P O BOX 967,MAWERNI TANGA TANZANIA ",USD
668,CU1B00018,BAGYALAKSHMI FINANCE,54,1,BAGYALAKSHMI FINANCE  2/250 - B PONNAGAR  METTUR ,IND
669,CU1B00019,BAJAJ AUTO LIMITED,31,1,BAJAJ AUTO LIMITED  BAJAJ NAGAR WALUJ AURANGABAD ,IND
670,CU1B00020,BAJAJ AUTO LIMITED,32,1,BAJAJ AUTO LIMITED  AKURDI  PUNE ,IND
671,CU1B00021,BAJAJ DHATU UDYOG,34,1,BAJAJ DHATU UDYOG (A DIV OF BAJAJ PLASTIC LTD) D 2/A MIDC HINGNA INDL. ESTATE  NAGPUR ,IND
672,CU1B00023,BALAJI DISTILLERS LIMITED,41,1,BALAJI DISTILLERS LIMITED  BANGALORE BYE-PASS ROAD POONAMALLEE CHENNAI ,IND
673,CU1B00024,BALAJI INDUSTRIES,33,1,BALAJI INDUSTRIES   RAJGARH MIRZAPUR- UP ,IND
674,CU1A01460,AKASH HYUNDAI,21,1,AKASH HYUNDAI  ATUL PLAZA  NAGAON ,IND
675,CU1A01461,AKASH HYUNDAI,21,1,"AKASH HYUNDAI  ATUL PLAZA,N H 37 SENCHOWA NAGAON ",IND
676,CU1A01462,ARIHANT GRANITES,52,1,"ARIHANT GRANITES  118/2-B,SIVAGANGAI ROAD VARICHIYUR MADURAI ",IND
677,CU1A01464,A V BERNARD COMPANY,53,1,"A V BERNARD COMPANY (COATING AND SERVICE) D NO XVII/174,78 PUNITHRA- -MAIN ROAD,TRIPUNITHURA COCHIN ",IND
678,CU1B00029,BALAMURUGAN BORE WELLS,43,1,"BALAMURUGAN BORE WELLS  HAZ COMPLEX, FIRST FLOOR OPP BASAVESHWAR CHOWK BIJAPUR ",IND
679,CU1B00031,BALAVASAVI SERVICE STATION,51,1,BALAVASAVI SERVICE STATION  .  COONOOR ,IND
680,CU1B00269,BANGALORE PHARMACEUTICALS AND,43,1,BANGALORE PHARMACEUTICALS AND RESEARCH LAB PRIVATE LIMITED    ,IND
681,CU1B00378,BLOW CAN INDUSTRIES,31,1,BLOW CAN INDUSTRIES    MUMBAI ,IND
682,CU1B00379,BRITANIA INDUSTRIES LIMITED,31,1,BRITANIA INDUSTRIES LIMITED    MUMBAI ,IND
683,CU1B00380,BALMER LAWRIE & CO  LIMITED,31,1,BALMER LAWRIE & CO  LIMITED  149 JECKERIA BUNDER MARG SEWREE NO.201/1 MUMBAI ,IND
684,CU1B00381,BAJAJ AQUA TECH,21,1,BAJAJ AQUA TECH  B-14 RASULGARH INDUSTRIAL ESTATE BHUBANESWAR ORISSA,IND
685,CU1B00382,BAHETY CHEMICALS & MINERALS (PVT),43,1,"BAHETY CHEMICALS & MINERALS (PVT) LIMITED C-I, INDUSTRIAL ESTATE AMBEWADI DENDELI ",IND
686,CU1B00395,BHANDARI INDUSTRIES LIMITED,32,1,BHANDARI INDUSTRIES LIMITED  GATE NO.1028 VILLAGE SHIROLI PUNE ,IND
687,CU1B00315,BHARAT ENGINEERING CO,43,1,BHARAT ENGINEERING CO  NEAR GUNJ  GULBARGA ,IND
688,CU1B00396,BAJAJ CARPET INDUSTRIES LIMITED,33,1,BAJAJ CARPET INDUSTRIES LIMITED  P O KULESRA NODIA-DADRI HIGHWAY GREATER NOIDA ,IND
689,CU1B00397,BHAVIM TEXTILES,33,1,"BHAVIM TEXTILES  PROCESSING DIVISION 243/2-3 GIDC, PANDESARA SURAT ",IND
690,CU1A01330,APEX PHARMACEUTICAL PVT LTD,613,3,APEX PHARMACEUTICAL PVT LTD  BIRGUNJ  NEPAL ,IND
691,CU1A01331,ARDENT ENGINEERS,11,1,"ARDENT ENGINEERS  202,MAGNUM BUSINEERS CENTRE E-46 NARAINA VIHAR NEW DELHI ",IND
692,CU1A01332,A T M TEX,51,1,"A T M TEX  30,CHINNANDAN KOVIL ROAD  KARUR ",IND
693,CU1A01476,ANKIT STEEL WORKS PVT LTD,21,1,"ANKIT STEEL WORKS PVT LTD  35,C R AVENUE  KOLKATTA ",IND
694,CU1A01477,AKAL MARKETING & LOGISTICS,43,1,"AKAL MARKETING & LOGISTICS  NO 54,GURU GOBIND SINGH AVENUE BYE PASS,G T ROAD JALLANDHAR ",IND
695,CU1A01478,AIRTEK SYSTEMS,652,3,"AIRTEK SYSTEMS  12427-135 STREET ALBERIA,EDMONTON CANADA ",USD
696,CU1A01480,AJANTHA EARTH MOVERS,45,1,AJANTHA EARTH MOVERS  METTU STREET PUDUKUPPAM PONDICHERRY ,IND
697,CU1A01481,AUTO CENTRE,21,1,AUTO CENTRE  225C A J C BOSE ROAD  KOLKATA ,IND
698,CU1B00025,BALAJI MILLS,51,1,"BALAJI MILLS  KEMBANAICKENPALAYAM K G PALAYAM POST, POGALUR VIA COIMBATORE ",IND
699,CU1A01490,ANUGRAHA VALVE CASTINGS LTD,51,1,"ANUGRAHA VALVE CASTINGS LTD  391/2,S G PUDUR,ARASUR VILLAGE PALLADAM TALUK COIMBATORE ",IND
700,CU1A01491,AMARNTHAVAL RICE MILL,41,1,AMARNTHAVAL RICE MILL  THAYARKULAM STREET  KANCHIPURAM ,IND
701,CU1A01493,AKSHARA INDUSTRIES LTD,41,1,"AKSHARA INDUSTRIES LTD  EGUVARIPALAYAM VILLAGE NO:9,GUMMIDIPOONDI (TK) THIRUVALLUR TAMILNADU",IND
702,CU1A01494,AISIN NTTF PVT LTD,43,1,"AISIN NTTF PVT LTD  NO 40/40A,ELECTRONICS CITY HOUSUR ROAD BANGALORE ",IND
703,CU1A01495,ALPHA PNUMATICS PVT LTD,31,1,"ALPHA PNUMATICS PVT LTD C/O JOLY AIR EQUIPMENT PVT LTD UNIT NO 2,A WING,TIRUPATI UDYG SATWALI ROAD,VASAI EAST THANE ",IND
704,CU1A01497,ANAMALLAIS TOYOTA,52,1,ANAMALLAIS TOYOTA    MADURAI ,IND
705,CU1B00062,BHAGWAN DAS SATYA NARAYAN SILK MILL,42,1,"BHAGWAN DAS SATYA NARAYAN SILK MILL S PVT LIMITED D.NO.7-3-153/4 SY.NO.245 & 246 GAGAN PAHAD, RAJENDER NAGER(M) HYDERABAD ",IND
706,CU1B00032,BALAVIGNA WEAVING MILLS PRIVATE LIM,52,1,BALAVIGNA WEAVING MILLS PRIVATE LIM ITED NO 10 SPENCER COMPOUND  DINDIGUL ,IND
707,CU1B00082,BHARAT HEAVY ELECTRICALS LIMITED,52,2,BHARAT HEAVY ELECTRICALS LIMITED   PURCHASE DEPARTMENT HIGH PRESSURE BOILER PLANT TRICHIRAPPALLI,IND
708,CU1B00216,BILIGIRI GRANITES PRIVATE LIMITED,43,1,"BILIGIRI GRANITES PRIVATE LIMITED  9 TH KM,C.NAGAR-NANJANAGUD RD. BADANAGUPPE VIL.CHAMARAJANAGAR MYSORE ",IND
709,CU1B00217,BOSS GEARS LIMITED,11,1,BOSS GEARS LIMITED  SIKANDERPUR BADAA  GURGAON ,IND
710,CU1B00218,BRIGHT COATS,53,1,BRIGHT COATS  CHIYARAM  TIRUCHUR ,IND
711,CU1B00219,BABU,43,1,BABU    MYSORE ,IND
712,CU1B00220,BALASUBRAMANIAR CASTINGS PVT LTD,43,1,BALASUBRAMANIAR CASTINGS PVT LTD    HOSUR ,IND
713,CU1B00221,BHOOTE GLASS TRADERS,43,1,BHOOTE GLASS TRADERS    HUBLI ,IND
714,CU1A01466,ABIR FASHIONS,612,3,"ABIR FASHIONS I/E ROAD NO2,INDUSTRIAL PLOT NO 11,MIRPUR-1 DHAKA-1216 BANGLADESH ",USD
715,CU1A01467,ALIG INTERNATIONAL TANNER&EXPORTER,11,1,"ALIG INTERNATIONAL TANNER&EXPORTER  FACTORY UNIT NO 1,1QBAL STREET JAJMAU KANPUR ",IND
716,CU1A01468,AREM FASHIONS,51,1,AREM FASHIONS  KARTHI INDUSTRIAL COMPLEX NO 14-A/THATTAN THOTTAM TIRUPUR ,IND
717,CU1A01469,AMBALA COCH BUILDERS,13,1,AMBALA COCH BUILDERS  HISSAR ROAD  AMBALA CITY ,IND
718,CU1A01471,ASHOKA AUTOMOBILES,12,1,ASHOKA AUTOMOBILES  TONK ROAD SITAPURA JAIPUR ,IND
719,CU1A01472,AFRO PLAST ENTERPRISES LTD,693,3,"AFRO PLAST ENTERPRISES LTD  PLOT NO 19-33,PORT BELL ROAD PO BOX NO 22243,LUZIRA KAMPALA UGANDA",USD
720,CU1A01473,ARTICIOUN BOREWELL,45,1,"ARTICIOUN BOREWELL  NO 5,THERESA NAGAR ARIYUR PONDICHERRY ",IND
721,CU1A01474,ACROPOLIS INFRASTRUCTURE COMPANY,45,1,"ACROPOLIS INFRASTRUCTURE COMPANY  NO 10,MURUGAN KOIL STREET ARIYUR PONDICHERRY ",IND
722,CU1A01257,ANAAL AUTOMOBILES,34,1,ANAAL AUTOMOBILES  PLOT NO 6 & 8 UTTARGANGOTARI SUPELA BHILAI,IND
723,CU1A01258,ASSAM BARYTES & CHEMICALS PVT LTD,21,1,ASSAM BARYTES & CHEMICALS PVT LTD  CHIRING CHAPARI DIBRUGARH ASSAM ,IND
724,CU1A01259,ANDHRA SUGARS LTD,42,1,ANDHRA SUGARS LTD  VENKATARAYAPURAM  TANKU HYDERABAD,IND
725,CU1A01261,AQUA PUMP SERVICE PVT LTD,11,1,"AQUA PUMP SERVICE PVT LTD  VGF 10,INDIRA PRAKASH 21,BARAKHAMBA ROAD NEWDELHI ",IND
726,CU1A01263,AVADH PLASTOWRES PVT LTD,11,1,AVADH PLASTOWRES PVT LTD  536KHA 14GA. NEAR SHIA DEGREE COLLEGE SITAPUR ROAD LUCKNOW,IND
727,CU1A01264,ARVIND P MUNDHARA,32,1,"ARVIND P MUNDHARA  D-5,6,7 PARVATI CO-OP INDL ESTATE,YADRAV, TALUK:SHIROL KOLHAPUR MAHARASTRA",IND
728,CU1A01265,AERO INDIA 2003,43,1,AERO INDIA 2003  YELAHARKA  BANGALORE ,IND
729,CU1A01219,AVIS MOTORS,53,1,AVIS MOTORS  AVIS COMPLEX PUNNAYURKULLAM ALTHARA THRISSUR,IND
730,CU1A01220,AFRUS EXPORTS AND IMPORTS,42,1,"AFRUS EXPORTS AND IMPORTS  104,LUMBINIENCLAVE OPP NMS,PUNJAGUTTA HYDERABAD ",IND
731,CU1A01221,ALLIED AUTO AGENCIES,31,1,ALLIED AUTO AGENCIES  86/20 DR AMBEDKAR ROAD KHAR MUMBAI ,IND
732,CU1A01222,ASPA BANDSONS AUTO PVT LTD,34,1,"ASPA BANDSONS AUTO PVT LTD   SATHUBNA, BADNERA ROAD AMRAVATI - 444 605 ",IND
733,CU1A01224,ABBA ENTERPRISES,31,1,"ABBA ENTERPRISES  243/2,SHEREPUNJAB CHS LTD ANDHERI(EAST) MUMBAI-93 ",IND
734,CU1A01225,ANAND RAJ TRADERS,41,1,ANAND RAJ TRADERS  11-A TANK STREET  PERAMBUR CHENNAI,IND
735,CU1A01226,ASIATIC & TW CONSTRUCYION,614,3,ASIATIC & TW CONSTRUCYION  POST BOX NO 203 PHUENTSHOLING BHUTAN ,IND
736,CU1A01227,ABHAY MACHINERY CO,32,1,"ABHAY MACHINERY CO  SHOP NO 3&30,AMBER PLAZA STATION ROAD AHMEDNAGAR ",IND
737,CU1B00222,BRIJENDRA TRADERS,34,1,BRIJENDRA TRADERS    BHOPAL ,IND
738,CU1A01426,AHIL FAB,51,1,"AHIL FAB  NO 1,SENGUNTHAPURAM PALLIPALAYAM ERODE ",IND
739,CU1A01427,A P TOOLS,41,1,"A P TOOLS  SHED NO 47,SIDCO INDL ESTATE TAIRUMAZHISAI CHENNAI ",IND
740,CU1A01428,ASIAN DRINKS PVT LTD,613,3,ASIAN DRINKS PVT LTD  NAIRAP KATHMANDU NEPAL ,IND
741,CU1A01429,A R I ENGINEERING PVT LTD,53,1,A R I ENGINEERING PVT LTD  VADAKEL BUILDING MAYAKAVI O ROAD KOCHI ,IND
742,CU1A01430,ASSEL INDIA PVT LTD,31,1,"ASSEL INDIA PVT LTD  BHARAT INDUSTRIAL ESTATE OPP:HOTEL,NEAR SBS MARG MUMBAI ",IND
743,CU1A01475,AL-MADEENA COMPUTERISED WHEEL CARE,53,1,AL-MADEENA COMPUTERISED WHEEL CARE  GANESHAMANGALAM PO VATANAPALLY TRICHUR ,IND
744,CU1A01194,ARUN BALAJI RIG SERVICE,45,1,"ARUN BALAJI RIG SERVICE  NO 57,EASWARAN KOIL STREET  PONDICHERRY ",IND
